"time","P_elec","P_in","Q","Q_0","Q_max","SOC","V","V_max","V_min","der(Q)","i_in","i_out"
15.8,80,87.88171126619653,37.498358357505694,37.5,75,49.997811143340925,23.99991244573364,26,22,9.122384281861591e-5,3.661751327839485,3.333345493692468
15.9,80,87.24960070727973,37.49836734963083,37.5,75,49.99782313284111,23.999912925313645,26,22,8.390772002011548e-5,3.6354132191560646,3.333345427083649
16,80,86.60254037844388,37.49837561753216,37.5,75,49.997834156709544,23.99991336626838,26,22,7.641856726824319e-5,3.608452208005168,3.3333453658394925
16.1,80,85.94064115014528,37.498383143067585,37.5,75,49.99784419075678,23.99991376763027,26,22,6.875766776663362e-5,3.580872914054265,3.333345310094384
16.2,80,85.26401643540925,37.498389908094985,37.5,75,49.997853210793316,23.999914128431733,26,22,6.092633414389753e-5,3.5526800629007416,3.3333452599827105
16.3,80,84.57278217039732,37.49839589447226,37.5,75,49.99786119262968,23.999914447705187,26,22,5.292590822865484e-5,3.5238784852620157,3.3333452156388583
16.4,80,83.86705679454242,37.498401084057306,37.5,75,49.99786811207641,23.999914724483055,26,22,4.4757760819568416e-5,3.4944731161476605,3.3333451771972142
16.5,80,83.14696123025453,37.49840545870802,37.5,75,49.997873944944025,23.99991495779776,26,22,3.642329145041022e-5,3.464468994013641,3.333345144792164
16.6,80,82.41261886220158,37.498409000282294,37.5,75,49.99787866704306,23.999915146681722,26,22,2.7923928150211202e-5,3.433871259898855,3.333345118558095
16.7,80,81.66415551616791,37.49841169063801,37.5,75,49.99788225418401,23.999915290167362,26,22,1.9261127198525585e-5,3.402685156544085,3.333345098629393
16.8,80,80.90169943749474,37.498413511633075,37.5,75,49.997884682177435,23.999915387287096,26,22,1.0436372875857686e-5,3.3709160274935335,3.333345085140446
16.9,80,80.12538126910609,37.49841444512537,37.5,75,49.997885926833824,23.99991543707335,26,22,1.4511772092932566e-6,3.338569316179095,3.3333450782256393
17,80,79.33533402912354,37.498414472972804,37.5,75,49.99788596396374,23.99991543855855,26,22,-7.692920286624938e-6,3.3056505649875105,3.3333450780193603
17.1,80,78.53169308807449,37.49841357703327,37.5,75,49.99788476937769,23.999915390775108,26,22,-1.6994352873726835e-5,3.27216541431058,3.3333450846559964
17.2,80,77.7145961456971,37.498411739164645,37.5,75,49.99788231888619,23.999915292755446,26,22,-2.6451526858707575e-5,3.238119601578587,3.3333450982699344
17.3,80,76.88418320734596,37.49840894122485,37.5,75,49.997878588299805,23.999915143531993,26,22,-3.606282186624214e-5,3.2035189602770884,3.33334511899556
17.4,80,76.04059656000312,37.49840516507175,37.5,75,49.997873553429,23.99991494213716,26,22,-4.582659111666344e-5,3.1683694189472744,3.333345146967263
17.5,80,75.18398074789778,37.498400392563255,37.5,75,49.997867190084335,23.999914687603372,26,22,-5.57411617081686e-5,3.132677000170022,3.333345182319429
17.6,80,74.31448254773943,37.498394605557266,37.5,75,49.99785947407636,23.999914378963055,26,22,-6.580483490349639e-5,3.0964478195338576,3.3333452251864446
17.7,80,73.43225094356856,37.49838778591165,37.5,75,49.997850381215535,23.99991401524862,26,22,-7.601588642102993e-5,3.059688084586992,3.3333452757027
17.8,80,72.53743710122878,37.49837991548433,37.5,75,49.99783988731244,23.999913595492497,26,22,-8.637256673027715e-5,3.022404093773582,3.33334533400258
