"time","P_elec","P_in","Q","Q_0","Q_max","SOC","V","V_max","V_min","der(Q)","i_in","i_out"
14.112,120,96.2027671586086,37.49159046154574,37.5,75,49.98878728206099,23.99955149128244,26,22,-2.7543608297610005e-4,4.008523542348412,5.000093441062372
14.208,120,95.85217890173759,37.49156384362019,37.5,75,49.98875179149359,23.999550071659744,26,22,-2.7949390979506737e-4,3.99391566156593,5.000093736828172
14.304,120,95.4864544746643,37.49153683154842,37.5,75,49.98871577539789,23.999548631015916,26,22,-2.837269277923873e-4,3.978677096920981,5.000094036973575
14.4,120,95.10565162951536,37.4915094077726,37.5,75,49.988679210363465,23.999547168414537,26,22,-2.881344685819709e-4,3.9628102547985806,5.000094341693676
14.496,120,94.70983049947444,37.49148155473484,37.5,75,49.988642072979786,23.99954568291919,26,22,-2.9271583622014763e-4,3.9463176407910394,5.000094651183571
14.592,120,94.29905358928646,37.491453254877285,37.5,75,49.98860433983638,23.999544173593456,26,22,-2.9747030731562486e-4,3.929201859302107,5.000094965638357
14.688,120,93.87338576538741,37.49142449064205,37.5,75,49.98856598752274,23.99954263950091,26,22,-3.023971311437819e-4,3.911465613135517,5.000095285253132
14.784,120,93.43289424566122,37.49139524447129,37.5,75,49.988526992628394,23.999541079705136,26,22,-3.074955297652762e-4,3.893111703067997,5.000095610222991
14.88,120,92.97764858882515,37.49136549880711,37.5,75,49.98848733174282,23.99953949326971,26,22,-3.127646981489518e-4,3.874143027406807,5.000095940743034
14.976,120,92.50772068344581,37.49133523609168,37.5,75,49.98844698145557,23.999537879258224,26,22,-3.1820380429901923e-4,3.854562581531884,5.000096277008353
15.072,120,92.02318473658704,37.4913044387671,37.5,75,49.988405918356136,23.999536236734244,26,22,-3.2381198938649804e-4,3.834373457422658,5.000096619214051
15.168,120,91.52411726209176,37.491273089275516,37.5,75,49.988364119034024,23.999534564761362,26,22,-3.2958836788489124e-4,3.8135788431696125,5.000096967555221
15.264,120,91.01059706849958,37.49124117005906,37.5,75,49.98832156007875,23.99953286240315,26,22,-3.355320277100782e-4,3.792182022470682,5.000097322226964
15.36,120,90.48270524660197,37.49120884329436,37.5,75,49.98827845772581,23.99953113830903,26,22,-3.4164203022794007e-4,3.7701863726066622,5.000097681427246
15.456,120,89.94052515663712,37.49117593933978,37.5,75,49.98823458578638,23.999529383431454,26,22,-3.479174107855983e-4,3.7475953682129,5.000098047041054
15.552,120,89.38414241512639,37.49114244045308,37.5,75,49.98818992060411,23.999527596824166,26,22,-3.5435717850598416e-4,3.724412576643988,5.000098419265531
15.648,120,88.81364488135446,37.49110833031212,37.5,75,49.988144440416164,23.999525777616647,26,22,-3.6096031655448316e-4,3.7006416586859077,5.000098798282047
15.744,120,88.22912264349534,37.49107359259477,37.5,75,49.98809812345969,23.999523924938387,26,22,-3.677257823006104e-4,3.6762863679897704,5.000099184271968
15.84,120,87.63066800438637,37.4910382109789,37.5,75,49.98805094797187,23.999522037918876,26,22,-3.746525074827023e-4,3.6513505504789325,5.000099577416661
15.936,120,87.01837546695256,37.49100216914239,37.5,75,49.988002892189854,23.999520115687595,26,22,-3.817393983766527e-4,3.6258381437415443,5.000099977897494
16.032,120,86.39234171928354,37.490965450763085,37.5,75,49.987953934350784,23.99951815737403,26,22,-3.8898533596867064e-4,3.599753176408621,5.000100385895835
16.128,120,85.75266561936525,37.49092803951886,37.5,75,49.98790405269182,23.99951616210767,26,22,-3.963891761320304e-4,3.5730997675177436,5.000100801593053
16.224,120,85.09944817946919,37.4908899190876,37.5,75,49.98785322545014,23.999514129018007,26,22,-4.03949749807785e-4,3.545882125862488,5.000101225170514
16.32,120,84.43279255020151,37.49085107314715,37.5,75,49.987801430862866,23.999512057234515,26,22,-4.116658631894162e-4,3.5181045493276906,5.000101656809589
16.416,120,83.75280400421417,37.490811485375396,37.5,75,49.987748647167194,23.999509945886686,26,22,-4.1953629791139296e-4,3.4897714242106304,5.000102096691645
16.512,120,83.05958991958127,37.490771139450196,37.5,75,49.987694852600264,23.999507794104012,26,22,-4.275598112416048e-4,3.460887224528272,5.000102544998049
16.608,120,82.35325976284275,37.49073001904943,37.5,75,49.98764002539924,23.99950560101597,26,22,-4.357351362776445e-4,3.431456511310654,5.000103001910174
16.704,120,81.63392507171841,37.49068810785095,37.5,75,49.987584143801264,23.99950336575205,26,22,-4.4406098214690376e-4,3.4014839318805343,5.000103467609388
16.8,120,80.90169943749474,37.49064538953264,37.5,75,49.987527186043515,23.99950108744174,26,22,-4.525360342104533e-4,3.3709742191194265,5.000103942277058
16.896,120,80.15669848708765,37.49060184777236,37.5,75,49.98746913036315,23.999498765214526,26,22,-4.611589542706781e-4,3.3399321907201154,5.000104426094556
16.992,120,79.39903986478355,37.490557466247985,37.5,75,49.98740995499731,23.99949639819989,26,22,-4.699283807826272e-4,3.3083627484257945,5.0001049192432525
17.088,120,78.62884321366191,37.49051222863737,37.5,75,49.98734963818316,23.999493985527327,26,22,-4.7884292906905286e-4,3.276270877255925,5.000105421904515
17.184,120,77.84623015670235,37.49046611861839,37.5,75,49.98728815815785,23.999491526326313,26,22,-4.8790119153909925e-4,3.24366164471896,5.000105934259717
